0.000000000	0.000051175	0.000030751
-0.000005679	0.000040377	-0.020469703
-0.000010160	0.003611615	-0.035132331
-0.000410975	0.009365377	-0.045264503
-0.001450339	0.016183396	-0.007192291
-0.003246363	0.015376123	0.030879981
-0.004952797	0.007569951	0.068952253
-0.005792905	-0.006471702	0.107024525
-0.005074679	-0.025879638	0.145096797
-0.002202572	-0.049710455	0.183169069
0.003314265	-0.076977602	0.221241341
0.011857194	-0.106681117	0.142168160
0.023696603	-0.117365331	0.063094980
0.036721739	-0.110253918	-0.015978200
0.048957655	-0.086948203	-0.095051381
0.058607115	-0.049354485	-0.174124561
0.064084448	0.000391003	-0.253197741
0.064041054	0.059997324	-0.332270922
0.057382586	0.127092219	-0.411344102
0.043277966	0.199291841	-0.490417282
0.021160673	0.274265266	-0.569490463
-0.009277126	0.349792473	-0.648563643
-0.048096891	0.423814770	-0.610491371
-0.095131608	0.474006878	-0.572419099
-0.147736615	0.500920178	-0.534346827
-0.203328445	0.505683299	-0.496274555
-0.259448883	0.489926220	-0.458202283
-0.313820610	0.455697023	-0.420130011
-0.364393600	0.405374086	-0.382057739
-0.409381780	0.341576446	-0.343985467
-0.447289735	0.267074834	-0.305913195
-0.476929545	0.184705739	-0.267840923
-0.497428080	0.097290517	-0.229768651
-0.508225325	0.007561337	-0.191696379
-0.509064478	-0.081904634	-0.153624107
-0.499974749	-0.168741680	-0.115551835
-0.481247896	-0.250841873	-0.077479563
-0.453409611	-0.326390854	-0.039407291
-0.417186944	-0.393892947	-0.001335019
-0.373472934	-0.452185777	0.036737253
-0.323289619	-0.500444841	0.074809525
-0.267750542	-0.538178699	0.112881797
-0.208023784	-0.565215662	0.150954069
-0.145296478	-0.581683014	0.189026341
-0.080741636	-0.587979896	0.227098613
-0.015487970	-0.584745094	0.265170885
0.049406701	-0.572820991	0.303243157
0.112978041	-0.553214945	0.224169977
0.174373513	-0.506589292	0.145096797
0.230594498	-0.436331122	0.066023616
0.279018272	-0.346189268	-0.013049564
0.317438155	-0.240145606	-0.092122744
0.344089375	-0.122290354	-0.171195925
0.357661087	0.003295640	-0.250269105
0.357295339	0.132649011	-0.329342285
0.342574029	0.262020285	-0.408415466
0.313495170	0.387956933	-0.487488646
0.270439936	0.507371918	-0.566561826
0.214132095	0.617597049	-0.645635007
0.145591534	0.716420938	-0.724708187
0.066083556	0.802111750	-0.803781367
-0.022934339	0.873425366	-0.882854548
-0.119866578	0.929599880	-0.844782276
-0.223033032	0.949867638	-0.806710004
-0.328448789	0.936536246	-0.768637732
-0.432385036	0.892626551	-0.730565460
-0.531448211	0.821735481	-0.692493188
-0.622643937	0.727894396	-0.654420916
-0.703425233	0.615427089	-0.616348644
-0.771724973	0.488811244	-0.578276372
-0.825972960	0.352546783	-0.540204100
-0.865098397	0.211034065	-0.502131828
-0.888518835	0.068464395	-0.464059556
-0.896116974	-0.071275196	-0.425987284
-0.888206894	-0.204681509	-0.387915011
-0.865491459	-0.328698177	-0.349842739
-0.829012727	-0.440761756	-0.311770467
-0.780097244	-0.538831005	-0.273698195
-0.720298093	-0.621399915	-0.235625923
-0.651335492	-0.687495426	-0.197553651
-0.575037650	-0.736661111	-0.159481379
-0.493283428	-0.768928367	-0.121409107
-0.407948206	-0.784776883	-0.083336835
-0.320854124	-0.785086286	-0.045264563
-0.233725705	-0.771080946	-0.007192291
-0.148151591	-0.744269971	0.030879981
-0.065552943	-0.706384367	0.068952253
0.012841183	-0.659313252	0.107024525
0.086011384	-0.605040929	0.027951344
0.153158474	-0.525116356	-0.051121836
0.211435582	-0.423706442	-0.130195016
0.258458276	-0.305220701	-0.209268197
0.292331492	-0.174174380	-0.288341377
0.311661263	-0.035059628	-0.367414557
0.315552160	0.107772511	-0.446487738
0.303591630	0.250216968	-0.525560918
0.275822696	0.388504648	-0.604634098
0.232706677	0.519276320	-0.683707279
0.175077693	0.639639719	-0.762780459
0.104090849	0.747209658	-0.841853639
0.021165956	0.840131428	-0.920926820
-0.072071340	0.917088201	-1.000000000
-0.173849255	0.977293484	-0.961927728
-0.282308717	1.000000000	-0.923855456
-0.393288135	0.987576583	-0.885783184
-0.502888809	0.943141286	-0.847710912
-0.607558080	0.870418776	-0.809638640
-0.704156649	0.773592854	-0.771566368
-0.790009534	0.657158426	-0.733494096
-0.862940593	0.525776922	-0.695421824
-0.921291010	0.384138739	-0.657349552
-0.963922503	0.236835815	-0.619277280
-0.990206404	0.088246955	-0.581205008
-1.000000000	-0.057562080	-0.543132736
-0.993611794	-0.196922195	-0.505060464
-0.971757483	-0.326627373	-0.466988192
-0.935508568	-0.443983468	-0.428915920
-0.886235541	-0.546839467	-0.390843648
-0.825547615	-0.633601789	-0.352771376
-0.755230857	-0.703232576	-0.314699104
